Epoch,Slope,Intercept
894,-1.734113,0.851302
895,-1.735930,0.852121
896,-1.737736,0.852936
897,-1.739532,0.853747
898,-1.741316,0.854554
899,-1.743091,0.855357
900,-1.744854,0.856155
901,-1.746607,0.856950
902,-1.748350,0.857740
903,-1.750082,0.858526
904,-1.751804,0.859309
905,-1.753516,0.860087
906,-1.755217,0.860861
907,-1.756908,0.861632
908,-1.758589,0.862398
909,-1.760260,0.863160
910,-1.761920,0.863919
911,-1.763571,0.864673
912,-1.765212,0.865424
913,-1.766842,0.866170
914,-1.768463,0.866913
915,-1.770074,0.867652
916,-1.771676,0.868387
917,-1.773267,0.869118
918,-1.774849,0.869846
919,-1.776421,0.870569
920,-1.777984,0.871289
921,-1.779537,0.872005
922,-1.781080,0.872717
923,-1.782614,0.873426
924,-1.784139,0.874131
925,-1.785654,0.874832
926,-1.787160,0.875529
927,-1.788657,0.876223
928,-1.790145,0.876913
929,-1.791623,0.877600
930,-1.793092,0.878283
931,-1.794552,0.878962
932,-1.796003,0.879637
933,-1.797445,0.880310
934,-1.798879,0.880978
935,-1.800303,0.881643
936,-1.801718,0.882304
937,-1.803125,0.882962
938,-1.804523,0.883617
939,-1.805912,0.884268
940,-1.807292,0.884915
941,-1.808664,0.885559
942,-1.810027,0.886200
943,-1.811382,0.886837
944,-1.812728,0.887471
945,-1.814066,0.888101
946,-1.815395,0.888728
947,-1.816716,0.889352
948,-1.818029,0.889972
949,-1.819334,0.890589
950,-1.820630,0.891202
951,-1.821918,0.891813
952,-1.823198,0.892420
953,-1.824470,0.893023
954,-1.825733,0.893624
955,-1.826989,0.894221
956,-1.828237,0.894815
957,-1.829477,0.895406
958,-1.830709,0.895994
959,-1.831933,0.896578
960,-1.833149,0.897160
961,-1.834358,0.897738
962,-1.835559,0.898313
963,-1.836752,0.898885
964,-1.837937,0.899453
965,-1.839115,0.900019
966,-1.840286,0.900582
967,-1.841449,0.901141
968,-1.842604,0.901698
969,-1.843752,0.902251
970,-1.844893,0.902802
971,-1.846026,0.903349
972,-1.847152,0.903894
973,-1.848271,0.904435
974,-1.849383,0.904974
975,-1.850487,0.905509
976,-1.851584,0.906042
977,-1.852674,0.906572
978,-1.853757,0.907099
979,-1.854833,0.907623
980,-1.855903,0.908144
981,-1.856965,0.908662
982,-1.858020,0.909177
983,-1.859068,0.909690
984,-1.860110,0.910200
985,-1.861145,0.910707
986,-1.862173,0.911211
987,-1.863194,0.911712
988,-1.864209,0.912211
989,-1.865217,0.912706
990,-1.866218,0.913200
991,-1.867213,0.913690
992,-1.868201,0.914178
993,-1.869183,0.914663
994,-1.870159,0.915145
995,-1.871128,0.915625
996,-1.872090,0.916102
997,-1.873046,0.916576
998,-1.873996,0.917048
999,-1.874940,0.917517
1000,-1.875878,0.917983
1001,-1.876809,0.918447
1002,-1.877734,0.918908
1003,-1.878653,0.919367
1004,-1.879566,0.919823
1005,-1.880473,0.920277
1006,-1.881374,0.920728
1007,-1.882269,0.921177
1008,-1.883158,0.921623
1009,-1.884041,0.922067
1010,-1.884918,0.922508
1011,-1.885790,0.922947
1012,-1.886655,0.923383
1013,-1.887515,0.923817
1014,-1.888369,0.924248
1015,-1.889218,0.924677
1016,-1.890060,0.925104
1017,-1.890897,0.925528
1018,-1.891729,0.925950
1019,-1.892555,0.926369
1020,-1.893375,0.926787
1021,-1.894190,0.927201
1022,-1.894999,0.927614
1023,-1.895803,0.928024
1024,-1.896602,0.928432
1025,-1.897395,0.928837
1026,-1.898183,0.929241
1027,-1.898966,0.929642
1028,-1.899743,0.930041
1029,-1.900515,0.930437
1030,-1.901282,0.930832
1031,-1.902043,0.931224
1032,-1.902800,0.931614
1033,-1.903551,0.932001
1034,-1.904297,0.932387
1035,-1.905039,0.932770
1036,-1.905775,0.933151
1037,-1.906506,0.933530
1038,-1.907232,0.933907
1039,-1.907954,0.934282
1040,-1.908670,0.934655
1041,-1.909382,0.935025
1042,-1.910088,0.935394
1043,-1.910790,0.935760
1044,-1.911487,0.936125
1045,-1.912179,0.936487
1046,-1.912867,0.936847
1047,-1.913550,0.937205
1048,-1.914228,0.937562
1049,-1.914902,0.937916
1050,-1.915571,0.938268
1051,-1.916235,0.938618
1052,-1.916895,0.938966
1053,-1.917550,0.939313
1054,-1.918201,0.939657
1055,-1.918847,0.939999
1056,-1.919489,0.940339
1057,-1.920127,0.940678
1058,-1.920760,0.941014
1059,-1.921388,0.941349
1060,-1.922013,0.941682
1061,-1.922633,0.942013
1062,-1.923249,0.942341
1063,-1.923860,0.942669
1064,-1.924467,0.942994
1065,-1.925070,0.943317
1066,-1.925669,0.943639
1067,-1.926264,0.943958
1068,-1.926855,0.944276
1069,-1.927441,0.944592
1070,-1.928024,0.944907
1071,-1.928602,0.945219
1072,-1.929177,0.945530
